Material,theta,h,log_h,C,K,log_K,S
8,0.46,-0.0231,-1.636,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0266,-1.5759999999999998,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0305,-1.515,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0351,-1.455,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0404,-1.3940000000000001,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0464,-1.3330000000000002,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0534,-1.273,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0614,-1.212,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0705,-1.1520000000000001,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0811,-1.091,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.0933,-1.03,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.107,-0.9697,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.12300000000000001,-0.9091,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.142,-0.8485,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.163,-0.7879,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.187,-0.7273,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.215,-0.6667,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.248,-0.6061,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.285,-0.5455,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.327,-0.4848,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.376,-0.4242,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.433,-0.3636,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.498,-0.303,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.5720000000000001,-0.2424,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.6579999999999999,-0.1818,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.7559999999999999,-0.1212,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-0.87,-0.060610000000000004,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-1.0,0.0,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-1.15,0.060610000000000004,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-1.32,0.1212,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-1.52,0.1818,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-1.75,0.2424,0.0,0.0041670000000000006,-2.38,1.0
8,0.46,-2.01,0.303,0.0007006,0.004161,-2.381,1.0
8,0.4598,-2.31,0.3636,0.000736,0.003992,-2.399,0.9995
8,0.4595,-2.66,0.4242,0.0007727000000000001,0.003819,-2.418,0.9989
8,0.4592,-3.05,0.4848,0.0008109,0.0036409999999999997,-2.439,0.9981
8,0.4588,-3.51,0.5455,0.0008502000000000001,0.0034579999999999997,-2.461,0.9972
8,0.4584,-4.04,0.6061,0.0008908,0.0032719999999999997,-2.485,0.9962
8,0.4578,-4.64,0.6667,0.0009323000000000001,0.003082,-2.511,0.9949
8,0.4571,-5.34,0.7273,0.0009744999999999999,0.0028899999999999998,-2.539,0.9933
8,0.4564,-6.14,0.7879,0.001017,0.002695,-2.569,0.9914
8,0.4554,-7.05,0.8485,0.00106,0.002499,-2.602,0.9892
8,0.4543,-8.11,0.9091,0.001102,0.002303,-2.638,0.9865
8,0.4529,-9.33,0.9697,0.001142,0.002107,-2.676,0.9833
8,0.4513,-10.7,1.03,0.001181,0.001913,-2.718,0.9795
8,0.4493,-12.3,1.091,0.001217,0.0017230000000000001,-2.764,0.975
8,0.4471,-14.2,1.1520000000000001,0.0012490000000000001,0.001538,-2.813,0.9696
8,0.4444,-16.3,1.212,0.001275,0.001359,-2.867,0.9633
8,0.4412,-18.7,1.273,0.001295,0.001188,-2.925,0.956
8,0.4376,-21.5,1.3330000000000002,0.001307,0.001027,-2.989,0.9474
8,0.4334,-24.8,1.3940000000000001,0.00131,0.0008763,-3.057,0.9375
8,0.4285,-28.5,1.455,0.001302,0.0007379999999999999,-3.1319999999999997,0.9261
8,0.423,-32.7,1.515,0.001284,0.0006129,-3.213,0.9131
8,0.4168,-37.6,1.5759999999999998,0.001253,0.0005017,-3.3,0.8985
8,0.4098,-43.3,1.636,0.00121,0.00040439999999999996,-3.3930000000000002,0.8822
8,0.4022,-49.8,1.6969999999999998,0.001157,0.00032110000000000005,-3.4930000000000003,0.8642
8,0.3938,-57.2,1.758,0.001093,0.000251,-3.6,0.8445
8,0.3847,-65.8,1.818,0.001021,0.0001932,-3.714,0.8233
8,0.375,-75.6,1.879,0.0009425000000000001,0.0001465,-3.8339999999999996,0.8006
8,0.3648,-87.0,1.939,0.0008603999999999999,0.00010949999999999999,-3.9610000000000003,0.7766
8,0.3542,-100.0,2.0,0.0007767000000000001,8.072e-05,-4.093,0.7516
8,0.3432,-115.0,2.061,0.0006940000000000001,5.875e-05,-4.231,0.7258
8,0.332,-132.0,2.121,0.000614,4.226e-05,-4.374,0.6994
8,0.3206,-152.0,2.182,0.0005382999999999999,3.008e-05,-4.522,0.6727
8,0.3092,-175.0,2.242,0.0004681,2.12e-05,-4.6739999999999995,0.6459
8,0.2978,-201.0,2.303,0.0004041,1.482e-05,-4.829,0.6192
8,0.2865,-231.0,2.364,0.0003466,1.028e-05,-4.988,0.5928
8,0.2754,-266.0,2.424,0.00029560000000000003,7.085e-06,-5.15,0.5668
8,0.2646,-305.0,2.485,0.00025089999999999997,4.855e-06,-5.314,0.5414
8,0.2541,-351.0,2.545,0.000212,3.311e-06,-5.48,0.5166
8,0.2439,-404.0,2.6060000000000003,0.0001785,2.249e-06,-5.648,0.4926
8,0.234,-464.0,2.667,0.0001498,1.5219999999999998e-06,-5.818,0.4694
8,0.2245,-534.0,2.727,0.0001254,1.027e-06,-5.9879999999999995,0.4471
8,0.2153,-614.0,2.7880000000000003,0.0001047,6.915000000000001e-07,-6.16,0.4256
8,0.2065,-705.0,2.8480000000000003,8.732e-05,4.645e-07,-6.332999999999999,0.405
8,0.1981,-811.0,2.909,7.269e-05,3.115e-07,-6.507000000000001,0.3852
8,0.1901,-933.0,2.97,6.042e-05,2.086e-07,-6.681,0.3663
8,0.1824,-1070.0,3.03,5.018e-05,1.395e-07,-6.855,0.3483
8,0.175,-1230.0,3.091,4.163e-05,9.321e-08,-7.031000000000001,0.3311
8,0.168,-1420.0,3.1519999999999997,3.451e-05,6.222000000000001e-08,-7.206,0.3147
8,0.1614,-1630.0,3.2119999999999997,2.859e-05,4.151e-08,-7.382000000000001,0.299
8,0.155,-1870.0,3.273,2.368e-05,2.767e-08,-7.558,0.2841
8,0.149,-2150.0,3.333,1.96e-05,1.8440000000000002e-08,-7.734,0.2699
8,0.1432,-2480.0,3.3939999999999997,1.621e-05,1.228e-08,-7.9110000000000005,0.2565
8,0.1378,-2850.0,3.455,1.341e-05,8.18e-09,-8.087,0.2436
8,0.1326,-3270.0,3.515,1.109e-05,5.446e-09,-8.264,0.2314
8,0.1276,-3760.0,3.576,9.169e-06,3.624e-09,-8.441,0.2198
8,0.1229,-4330.0,3.636,7.58e-06,2.412e-09,-8.618,0.2088
8,0.1185,-4980.0,3.697,6.265e-06,1.605e-09,-8.795,0.1983
8,0.1142,-5720.0,3.758,5.177999999999999e-06,1.068e-09,-8.972000000000001,0.1884
8,0.1102,-6580.0,3.818,4.278e-06,7.101000000000001e-10,-9.149,0.1789
8,0.1064,-7560.0,3.8789999999999996,3.535e-06,4.723e-10,-9.326,0.1699
8,0.1027,-8700.0,3.9389999999999996,2.921e-06,3.141e-10,-9.503,0.1614
8,0.0993,-10000.0,4.0,2.413e-06,2.089e-10,-9.68,0.1533
9,0.45,-0.0132,-1.879,0.0,0.0075,-2.125,1.0
9,0.45,-0.0152,-1.818,0.0,0.0075,-2.125,1.0
9,0.45,-0.0175,-1.758,0.0,0.0075,-2.125,1.0
9,0.45,-0.0201,-1.6969999999999998,0.0,0.0075,-2.125,1.0
9,0.45,-0.0231,-1.636,0.0,0.0075,-2.125,1.0
9,0.45,-0.0266,-1.5759999999999998,0.0,0.0075,-2.125,1.0
9,0.45,-0.0305,-1.515,0.0,0.0075,-2.125,1.0
9,0.45,-0.0351,-1.455,0.0,0.0075,-2.125,1.0
9,0.45,-0.0404,-1.3940000000000001,0.0,0.0075,-2.125,1.0
9,0.45,-0.0464,-1.3330000000000002,0.0,0.0075,-2.125,1.0
9,0.45,-0.0534,-1.273,0.0,0.0075,-2.125,1.0
9,0.45,-0.0614,-1.212,0.0,0.0075,-2.125,1.0
9,0.45,-0.0705,-1.1520000000000001,0.0,0.0075,-2.125,1.0
9,0.45,-0.0811,-1.091,0.0,0.0075,-2.125,1.0
9,0.45,-0.0933,-1.03,0.0,0.0075,-2.125,1.0
9,0.45,-0.107,-0.9697,0.0,0.0075,-2.125,1.0
9,0.45,-0.12300000000000001,-0.9091,0.0,0.0075,-2.125,1.0
9,0.45,-0.142,-0.8485,0.0,0.0075,-2.125,1.0
9,0.45,-0.163,-0.7879,0.0,0.0075,-2.125,1.0
9,0.45,-0.187,-0.7273,0.0,0.0075,-2.125,1.0
9,0.45,-0.215,-0.6667,0.0,0.0075,-2.125,1.0
9,0.45,-0.248,-0.6061,0.0,0.0075,-2.125,1.0
9,0.45,-0.285,-0.5455,0.0,0.0075,-2.125,1.0
9,0.45,-0.327,-0.4848,0.0,0.0075,-2.125,1.0
9,0.45,-0.376,-0.4242,0.0,0.0075,-2.125,1.0
9,0.45,-0.433,-0.3636,0.0,0.0075,-2.125,1.0
9,0.45,-0.498,-0.303,0.0,0.0075,-2.125,1.0
9,0.45,-0.5720000000000001,-0.2424,0.0,0.0075,-2.125,1.0
9,0.45,-0.6579999999999999,-0.1818,0.0,0.0075,-2.125,1.0
9,0.45,-0.7559999999999999,-0.1212,0.0,0.0075,-2.125,1.0
9,0.45,-0.87,-0.060610000000000004,0.0,0.0075,-2.125,1.0
9,0.45,-1.0,0.0,0.0,0.0075,-2.125,1.0
9,0.45,-1.15,0.060610000000000004,0.0,0.0075,-2.125,1.0
9,0.45,-1.32,0.1212,0.0,0.0075,-2.125,1.0
9,0.45,-1.52,0.1818,0.0,0.0075,-2.125,1.0
9,0.45,-1.75,0.2424,0.0,0.0075,-2.125,1.0
9,0.45,-2.01,0.303,0.0008317999999999999,0.007490000000000001,-2.126,1.0
9,0.4497,-2.31,0.3636,0.0008782,0.0071730000000000006,-2.144,0.9993
9,0.4494,-2.66,0.4242,0.0009265,0.006847,-2.165,0.9985
9,0.449,-3.05,0.4848,0.0009767999999999999,0.006509999999999999,-2.186,0.9975
9,0.4486,-3.51,0.5455,0.001029,0.0061649999999999995,-2.21,0.9963
9,0.448,-4.04,0.6061,0.001082,0.00581,-2.2359999999999998,0.9949
9,0.4474,-4.64,0.6667,0.001137,0.005449,-2.2640000000000002,0.9931
9,0.4465,-5.34,0.7273,0.001193,0.005082,-2.294,0.991
9,0.4456,-6.14,0.7879,0.0012490000000000001,0.00471,-2.327,0.9884
9,0.4444,-7.05,0.8485,0.0013039999999999998,0.004336,-2.363,0.9854
9,0.443,-8.11,0.9091,0.001358,0.003963,-2.4019999999999997,0.9817
9,0.4413,-9.33,0.9697,0.00141,0.0035909999999999996,-2.445,0.9773
9,0.4393,-10.7,1.03,0.001458,0.0032259999999999997,-2.491,0.9721
9,0.4369,-12.3,1.091,0.0015,0.002869,-2.542,0.9659
9,0.4341,-14.2,1.1520000000000001,0.001536,0.0025239999999999998,-2.5980000000000003,0.9586
9,0.4308,-16.3,1.212,0.001562,0.002194,-2.659,0.95
9,0.427,-18.7,1.273,0.001578,0.001884,-2.725,0.9399
9,0.4226,-21.5,1.3330000000000002,0.001582,0.0015949999999999998,-2.7969999999999997,0.9284
9,0.4175,-24.8,1.3940000000000001,0.0015710000000000001,0.0013310000000000002,-2.8760000000000003,0.9151
9,0.4117,-28.5,1.455,0.001545,0.001094,-2.9610000000000003,0.9
9,0.4052,-32.7,1.515,0.001504,0.0008851000000000001,-3.053,0.883
9,0.3979,-37.6,1.5759999999999998,0.001446,0.0007042999999999999,-3.1519999999999997,0.8641
9,0.39,-43.3,1.636,0.001375,0.0005512000000000001,-3.259,0.8433
9,0.3814,-49.8,1.6969999999999998,0.001291,0.0004242,-3.372,0.8208
9,0.3721,-57.2,1.758,0.0011970000000000001,0.0003212,-3.4930000000000003,0.7966
9,0.3623,-65.8,1.818,0.0010960000000000002,0.00023940000000000002,-3.6210000000000004,0.7709
9,0.352,-75.6,1.879,0.0009916,0.0001758,-3.755,0.7441
9,0.3414,-87.0,1.939,0.0008869999999999999,0.0001273,-3.895,0.7164
9,0.3305,-100.0,2.0,0.000785,9.093e-05,-4.041,0.688
9,0.3195,-115.0,2.061,0.0006877999999999999,6.421e-05,-4.192,0.6593
9,0.3085,-132.0,2.121,0.0005972999999999999,4.486e-05,-4.348,0.6305
9,0.2975,-152.0,2.182,0.0005145,3.104e-05,-4.508,0.6018
9,0.2867,-175.0,2.242,0.00044,2.131e-05,-4.671,0.5735
9,0.2761,-201.0,2.303,0.00037400000000000004,1.452e-05,-4.838,0.5458
9,0.2657,-231.0,2.364,0.0003161,9.832999999999999e-06,-5.007,0.5188
9,0.2557,-266.0,2.424,0.000266,6.624e-06,-5.178999999999999,0.4926
9,0.246,-305.0,2.485,0.0002229,4.442e-06,-5.352,0.4674
9,0.2367,-351.0,2.545,0.0001862,2.9680000000000002e-06,-5.528,0.443
9,0.2278,-404.0,2.6060000000000003,0.0001551,1.977e-06,-5.704,0.4197
9,0.2192,-464.0,2.667,0.00012890000000000002,1.3130000000000002e-06,-5.882000000000001,0.3974
9,0.2111,-534.0,2.727,0.0001069,8.7e-07,-6.06,0.3761
9,0.2033,-614.0,2.7880000000000003,8.849e-05,5.754999999999999e-07,-6.24,0.3558
9,0.1959,-705.0,2.8480000000000003,7.316e-05,3.8009999999999997e-07,-6.42,0.3366
9,0.1889,-811.0,2.909,6.042e-05,2.507e-07,-6.601,0.3182
9,0.1822,-933.0,2.97,4.985e-05,1.652e-07,-6.782,0.3008
9,0.1759,-1070.0,3.03,4.109e-05,1.0869999999999999e-07,-6.9639999999999995,0.2843
9,0.1699,-1230.0,3.091,3.386e-05,7.154e-08,-7.145,0.2687
9,0.1642,-1420.0,3.1519999999999997,2.788e-05,4.7030000000000005e-08,-7.327999999999999,0.2539
9,0.1589,-1630.0,3.2119999999999997,2.295e-05,3.0910000000000003e-08,-7.51,0.2399
9,0.1538,-1870.0,3.273,1.888e-05,2.0299999999999996e-08,-7.692,0.2266
9,0.149,-2150.0,3.333,1.553e-05,1.3330000000000003e-08,-7.875,0.2141
9,0.1445,-2480.0,3.3939999999999997,1.277e-05,8.752e-09,-8.058,0.2023
9,0.1402,-2850.0,3.455,1.05e-05,5.744e-09,-8.241,0.191
9,0.1361,-3270.0,3.515,8.63e-06,3.7690000000000005e-09,-8.424,0.1805
9,0.1323,-3760.0,3.576,7.093e-06,2.473e-09,-8.607000000000001,0.1704
9,0.1287,-4330.0,3.636,5.829e-06,1.6220000000000002e-09,-8.79,0.161
9,0.1252,-4980.0,3.697,4.79e-06,1.064e-09,-8.972999999999999,0.152
9,0.122,-5720.0,3.758,3.936e-06,6.98e-10,-9.156,0.1436
9,0.1189,-6580.0,3.818,3.234e-06,4.578e-10,-9.339,0.1356
9,0.1161,-7560.0,3.8789999999999996,2.6569999999999997e-06,3.0019999999999996e-10,-9.523,0.1281
9,0.1133,-8700.0,3.9389999999999996,2.183e-06,1.9689999999999999e-10,-9.706,0.121
9,0.1108,-10000.0,4.0,1.793e-06,1.291e-10,-9.889,0.1142
